SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,zipcode,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,num_school,school_rating_mean,Bayes_RatingSchool,crime_percentage
MLS Listing,,Single Family Residential,1625 36th Ave,Seattle,WA,98122,2775000.0,3.0,3.0,Madrona,2450.0,5000.0,1904.0,7.0,1133.0,,Active,May-18-2024 12:00 PM,May-18-2024 02:00 PM,https://www.redfin.com/WA/Seattle/1625-36th-Ave-98122/home/141904,NWMLS as Distributed by MLS Grid,2234658,N,Y,47.6159362,-122.2874182,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,700 E Denny Way #401,Seattle,WA,98122,599500.0,2.0,2.0,Capitol Hill,793.0,,2000.0,7.0,756.0,580.0,Active,,,https://www.redfin.com/WA/Seattle/700-E-Denny-Way-98122/unit-401/home/2065837,NWMLS as Distributed by MLS Grid,2235167,N,Y,47.6188801,-122.3231432,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,316 27th Ave,Seattle,WA,98122,1495000.0,5.0,3.0,Seattle,2681.0,4000.0,1920.0,7.0,558.0,,Active,,,https://www.redfin.com/WA/Seattle/316-27th-Ave-98122/home/142994,NWMLS as Distributed by MLS Grid,2235626,N,Y,47.6047831,-122.2975636,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1800 Boylston Ave #202,Seattle,WA,98122,629999.0,2.0,2.0,Capitol Hill,1035.0,,1985.0,7.0,609.0,871.0,Active,May-18-2024 11:00 AM,May-18-2024 01:00 PM,https://www.redfin.com/WA/Seattle/1800-Boylston-Ave-98122/unit-202/home/190732649,NWMLS as Distributed by MLS Grid,2235557,N,Y,47.6177699,-122.3231524,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Multi-Family (2-4 Unit),516 E Denny Way,Seattle,WA,98122,1232000.0,4.0,2.75,Capitol Hill,2380.0,2100.0,1919.0,7.0,518.0,,Active,,,https://www.redfin.com/WA/Seattle/516-E-Denny-Way-98122/home/2069797,NWMLS as Distributed by MLS Grid,2232751,N,Y,47.6186901,-122.3244925,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Multi-Family (2-4 Unit),514 E Denny Way,Seattle,WA,98122,1368000.0,4.0,3.0,Capitol Hill,2510.0,1505.0,1914.0,7.0,545.0,,Active,,,https://www.redfin.com/WA/Seattle/514-E-Denny-Way-98122/home/2073737,NWMLS as Distributed by MLS Grid,2232749,N,Y,47.6186686,-122.324595,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,700 E Denny Way #606,Seattle,WA,98122,400000.0,1.0,1.0,Capitol Hill,502.0,,2000.0,7.0,797.0,368.0,Active,,,https://www.redfin.com/WA/Seattle/700-E-Denny-Way-98122/unit-606/home/190730134,NWMLS as Distributed by MLS Grid,2234605,N,Y,47.6188801,-122.3231432,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,May-1-2009,Single Family Residential,1618 34th Ave,Seattle,WA,98122,1590000.0,3.0,2.0,Madrona,2527.0,5458.0,1912.0,8.0,629.0,,Pending,,,https://www.redfin.com/WA/Seattle/1618-34th-Ave-98122/home/141353,NWMLS as Distributed by MLS Grid,2224587,N,Y,47.6157978,-122.2889466,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,May-18-2021,Multi-Family (2-4 Unit),821 17th Ave,Seattle,WA,98122,1750000.0,4.0,2.0,Capitol Hill,3710.0,7680.0,1903.0,8.0,472.0,,Pending,,,https://www.redfin.com/WA/Seattle/821-17th-Ave-98122/home/142977,NWMLS as Distributed by MLS Grid,2189050,N,Y,47.609907,-122.3105167,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,517 20th Ave,Seattle,WA,98122,1798000.0,4.0,4.0,Central Area,3870.0,5120.0,1986.0,8.0,465.0,,Active,,,https://www.redfin.com/WA/Seattle/517-20th-Ave-98122/home/145084,NWMLS as Distributed by MLS Grid,2234796,N,Y,47.6066911,-122.3067289,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1610 Belmont Ave #301,Seattle,WA,98122,579950.0,2.0,2.0,Capitol Hill,890.0,,2001.0,8.0,652.0,809.0,Active,,,https://www.redfin.com/WA/Seattle/1610-Belmont-Ave-98122/unit-301/home/12092028,NWMLS as Distributed by MLS Grid,2234709,N,Y,47.615798,-122.324155,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,April-15-2016,Single Family Residential,1703 37th Ave,Seattle,WA,98122,1695000.0,3.0,2.5,Madrona,1820.0,5300.0,1985.0,9.0,931.0,,Pending,,,https://www.redfin.com/WA/Seattle/1703-37th-Ave-98122/home/142054,NWMLS as Distributed by MLS Grid,2206663,N,Y,47.6167065,-122.2862284,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,116 17th Ave Unit B,Seattle,WA,98122,575000.0,2.0,1.0,Judkins,997.0,,1982.0,10.0,577.0,300.0,Active,,,https://www.redfin.com/WA/Seattle/116-17th-Ave-98122/unit-B/home/52561,NWMLS as Distributed by MLS Grid,2230341,N,Y,47.602323,-122.3099995,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,December-30-2020,Townhouse,1118 A 13th Ave,Seattle,WA,98122,789950.0,2.0,2.0,Capitol Hill,1134.0,550.0,2024.0,12.0,697.0,0.0,Pending,,,https://www.redfin.com/WA/Seattle/1118-13th-Ave-98122/home/145733,NWMLS as Distributed by MLS Grid,2191664,N,Y,47.6121668,-122.3151661,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1711 E Olive Way #502,Seattle,WA,98122,422000.0,1.0,1.0,Broadway,711.0,,2006.0,12.0,594.0,734.0,Active,,,https://www.redfin.com/WA/Seattle/1711-E-Olive-Way-98102/unit-502/home/2116980,NWMLS as Distributed by MLS Grid,2223494,N,Y,47.619746,-122.3230425,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,September-14-1982,Townhouse,1617 23rd Ave,Seattle,WA,98122,859950.0,3.0,2.5,Capitol Hill,1332.0,1817.0,2024.0,13.0,646.0,,Pending,,,https://www.redfin.com/WA/Seattle/1617-23rd-Ave-98122/home/144129,NWMLS as Distributed by MLS Grid,2225039,N,Y,47.6158324,-122.3029977,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1424 Belmont Ave Unit F-361,Seattle,WA,98122,349000.0,1.0,1.0,Capitol Hill,650.0,5014.0,1900.0,13.0,537.0,422.0,Active,,,https://www.redfin.com/WA/Seattle/1424-Belmont-Ave-98122/unit-F361/home/35620355,NWMLS as Distributed by MLS Grid,2232388,N,Y,47.6136995,-122.3241663,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,707 22nd Ave,Seattle,WA,98122,1249000.0,3.0,2.0,Central Area,1560.0,5400.0,1979.0,14.0,801.0,,Active,May-17-2024 04:00 PM,May-17-2024 06:00 PM,https://www.redfin.com/WA/Seattle/707-22nd-Ave-98122/home/143428,NWMLS as Distributed by MLS Grid,2230657,N,Y,47.608295,-122.3041157,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,1436 22nd Ave,Seattle,WA,98122,689000.0,2.0,1.5,Central Area,938.0,4898.0,2024.0,14.0,735.0,50.0,Active,,,https://www.redfin.com/WA/Seattle/1436-22nd-Ave-98122/home/190673498,NWMLS as Distributed by MLS Grid,2231371,N,Y,47.6140542,-122.3032813,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,2209 E James St,Seattle,WA,98122,720000.0,3.0,2.0,Central Area,1330.0,1598.0,2003.0,14.0,541.0,,Active,,,https://www.redfin.com/WA/Seattle/2209-E-James-St-98122/home/142541,NWMLS as Distributed by MLS Grid,2227044,N,Y,47.6067834,-122.3034031,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,1115 35th Ave,Seattle,WA,98122,2175000.0,4.0,3.5,Madrona,4160.0,5100.0,1901.0,14.0,523.0,,Active,,,https://www.redfin.com/WA/Seattle/1115-35th-Ave-98122/home/140889,NWMLS as Distributed by MLS Grid,2225905,N,Y,47.6120454,-122.28863,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,1711 20th Ave Unit C,Seattle,WA,98122,1295000.0,3.0,3.0,Capitol Hill,1939.0,728.0,2023.0,15.0,668.0,250.0,Active,,,https://www.redfin.com/WA/Seattle/1711-20th-Ave-98122/unit-C/home/183989755,NWMLS as Distributed by MLS Grid,2231861,N,Y,47.6175991,-122.3063571,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,1711 20th Ave Unit E,Seattle,WA,98122,1495000.0,3.0,3.5,Capitol Hill,2575.0,728.0,2023.0,15.0,581.0,250.0,Active,,,https://www.redfin.com/WA/Seattle/1711-20th-Ave-98122/unit-E/home/184161197,NWMLS as Distributed by MLS Grid,2231849,N,Y,47.6175991,-122.3063571,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,1709 20th Ave Unit A,Seattle,WA,98122,999500.0,3.0,2.0,Capitol Hill,1668.0,686.0,2023.0,15.0,599.0,250.0,Active,,,https://www.redfin.com/WA/Seattle/1709-20th-Ave-98122/unit-A/home/144810,NWMLS as Distributed by MLS Grid,2231833,N,Y,47.617594,-122.306325,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,931 21st Ave,Seattle,WA,98122,1125000.0,4.0,3.0,Central Area,2200.0,3750.0,1903.0,15.0,511.0,,Active,May-19-2024 11:00 AM,May-19-2024 01:00 PM,https://www.redfin.com/WA/Seattle/931-21st-Ave-98122/home/143167,NWMLS as Distributed by MLS Grid,2229960,N,Y,47.6110202,-122.305316,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,2814 E Marion St,Seattle,WA,98122,2995000.0,5.0,4.5,Madrona,3648.0,4891.0,2023.0,15.0,821.0,,Active,,,https://www.redfin.com/WA/Seattle/2814-E-Marion-St-98122/home/147705,NWMLS as Distributed by MLS Grid,2231009,N,Y,47.6103186,-122.2954774,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,3803 E Howell St,Seattle,WA,98122,2885000.0,5.0,5.5,Denny Blaine,5100.0,8770.0,1908.0,15.0,566.0,,Active,May-18-2024 01:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Seattle/3803-E-Howell-St-98122/home/140314,NWMLS as Distributed by MLS Grid,2226751,N,Y,47.6174361,-122.2842832,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,1718 Madrona Dr,Seattle,WA,98122,2700000.0,5.0,5.5,Madrona,5190.0,6850.0,2022.0,15.0,520.0,,Active,May-19-2024 01:00 PM,May-19-2024 04:00 PM,https://www.redfin.com/WA/Seattle/1718-Madrona-Dr-98122/home/140346,NWMLS as Distributed by MLS Grid,2226591,N,Y,47.6170775,-122.2841986,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,1613 23rd Ave,Seattle,WA,98122,869950.0,3.0,2.5,Capitol Hill,1333.0,1314.0,2024.0,15.0,653.0,,Active,,,https://www.redfin.com/WA/Seattle/1613-23rd-Ave-98122/home/190649983,NWMLS as Distributed by MLS Grid,2231175,N,Y,47.6157429,-122.3029137,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,2119 E Alder St,Seattle,WA,98122,1175000.0,3.0,3.5,Central Area,2040.0,2157.0,2000.0,15.0,576.0,,Active,,,https://www.redfin.com/WA/Seattle/2119-E-Alder-St-98122/home/143927,NWMLS as Distributed by MLS Grid,2230572,N,Y,47.6041564,-122.304177,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1711 E Olive Way #217,Seattle,WA,98122,350000.0,1.0,1.0,Capitol Hill,618.0,25897.0,1993.0,16.0,566.0,639.0,Active,,,https://www.redfin.com/WA/Seattle/1711-E-Olive-Way-98102/unit-217/home/22033344,NWMLS as Distributed by MLS Grid,2230717,N,Y,47.619746,-122.3230425,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,1114 13th Ave #1116,Seattle,WA,98122,1300000.0,4.0,2.0,Capitol Hill,2180.0,2418.0,1900.0,16.0,596.0,,Active,,,https://www.redfin.com/WA/Seattle/1114-13th-Ave-98122/unit-1116/home/190631312,NWMLS as Distributed by MLS Grid,2228953,N,Y,47.6120723,-122.3151943,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1515 E Yesler Way #406,Seattle,WA,98122,475000.0,2.0,1.5,Central Area,1062.0,,2002.0,19.0,447.0,536.0,Active,,,https://www.redfin.com/WA/Seattle/1515-E-Yesler-Way-98122/unit-406/home/9040,NWMLS as Distributed by MLS Grid,2224101,N,Y,47.601471,-122.3122345,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,1612 34th Ave,Seattle,WA,98122,1525000.0,4.0,2.5,Madrona,2650.0,5437.0,1918.0,20.0,575.0,,Active,,,https://www.redfin.com/WA/Seattle/1612-34th-Ave-98122/home/141352,NWMLS as Distributed by MLS Grid,2228375,N,Y,47.6156727,-122.288936,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1610 Belmont Ave #512,Seattle,WA,98122,417990.0,1.0,1.0,Capitol Hill,550.0,,2001.0,20.0,760.0,500.0,Active,,,https://www.redfin.com/WA/Seattle/1610-Belmont-Ave-98122/unit-512/home/12093006,NWMLS as Distributed by MLS Grid,2229442,N,Y,47.615798,-122.324155,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,700 E Denny Way Ph 605,Seattle,WA,98122,1150000.0,3.0,2.0,Capitol Hill,1415.0,,2000.0,21.0,813.0,1037.0,Active,,,https://www.redfin.com/WA/Seattle/700-E-Denny-Way-98122/unit-605/home/12121072,NWMLS as Distributed by MLS Grid,2228046,N,Y,47.6188801,-122.3231432,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1620 Belmont Ave #423,Seattle,WA,98122,375000.0,1.0,1.0,Capitol Hill,510.0,,2005.0,21.0,735.0,465.0,Active,May-18-2024 11:00 AM,May-18-2024 01:00 PM,https://www.redfin.com/WA/Seattle/1620-Belmont-Ave-98122/unit-423/home/12092075,NWMLS as Distributed by MLS Grid,2228427,N,Y,47.6160731,-122.3241699,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,918 14th Ave Unit E,Seattle,WA,98122,1159000.0,3.0,2.5,Capitol Hill,1510.0,1532.0,2014.0,21.0,768.0,50.0,Active,,,https://www.redfin.com/WA/Seattle/918-14th-Ave-98122/unit-E/home/188170544,NWMLS as Distributed by MLS Grid,2228787,N,Y,47.6110891,-122.3135827,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1620 Belmont Ave #230,Seattle,WA,98122,320000.0,0.0,1.0,Capitol Hill,510.0,,2005.0,21.0,627.0,465.0,Active,,,https://www.redfin.com/WA/Seattle/1620-Belmont-Ave-98122/unit-230/home/12090847,NWMLS as Distributed by MLS Grid,2226998,N,Y,47.6160731,-122.3241699,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,1410 D 21st Ave,Seattle,WA,98122,809000.0,2.0,2.0,Capitol Hill,1321.0,576.0,2024.0,21.0,612.0,,Active,May-18-2024 01:15 PM,May-18-2024 03:30 PM,https://www.redfin.com/WA/Seattle/1410-21st-Ave-98122/home/190170295,NWMLS as Distributed by MLS Grid,2209572,N,Y,47.6133732,-122.3047299,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,3722 E Jefferson St,Seattle,WA,98122,2395000.0,4.0,3.5,Leschi,3502.0,4050.0,2016.0,21.0,684.0,,Active,,,https://www.redfin.com/WA/Seattle/3722-E-Jefferson-St-98122/home/141358,NWMLS as Distributed by MLS Grid,2226778,N,Y,47.606077,-122.2846122,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,917 18TH Ave Unit D,Seattle,WA,98122,869500.0,2.0,2.0,Central Area,1524.0,,2001.0,21.0,571.0,405.0,Active,May-18-2024 01:00 PM,May-18-2024 04:00 PM,https://www.redfin.com/WA/Seattle/917-18th-Ave-98122/unit-D/home/12091334,NWMLS as Distributed by MLS Grid,2222755,N,Y,47.6109277,-122.3091749,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,3804 E Superior St,Seattle,WA,98122,2645000.0,4.0,3.5,Leschi,4190.0,7888.0,1900.0,22.0,631.0,,Active,,,https://www.redfin.com/WA/Seattle/3804-E-Superior-St-98122/home/141247,NWMLS as Distributed by MLS Grid,2227718,N,Y,47.60324,-122.2856048,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,1806 31st Ave,Seattle,WA,98122,2590000.0,4.0,3.5,Madrona,3753.0,4000.0,2024.0,22.0,690.0,,Active,,,https://www.redfin.com/WA/Seattle/1806-31st-Ave-98122/home/190592642,NWMLS as Distributed by MLS Grid,2226356,N,Y,47.6178476,-122.2921022,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,505 E Denny Way Unit A301,Seattle,WA,98122,335000.0,1.0,1.0,Capitol Hill,527.0,,1923.0,22.0,636.0,557.0,Active,,,https://www.redfin.com/WA/Seattle/505-E-Denny-Way-98122/unit-A301/home/15704,NWMLS as Distributed by MLS Grid,2227188,N,Y,47.6183132,-122.3249398,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,December-9-2011,Single Family Residential,958 22nd Ave,Seattle,WA,98122,687000.0,3.0,1.0,Central Area,900.0,3333.0,1901.0,23.0,763.0,,Pending,,,https://www.redfin.com/WA/Seattle/958-22nd-Ave-98122/home/142769,NWMLS as Distributed by MLS Grid,2224505,N,Y,47.6117453,-122.3034207,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1707 Boylston Ave #107,Seattle,WA,98122,378000.0,1.0,1.0,Capitol Hill,639.0,,1965.0,23.0,592.0,513.0,Active,,,https://www.redfin.com/WA/Seattle/1707-Boylston-Ave-98122/unit-107/home/12536866,NWMLS as Distributed by MLS Grid,2226951,N,Y,47.616649,-122.3237235,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,918 14th Ave Unit D,Seattle,WA,98122,615000.0,1.0,1.5,Capitol Hill,910.0,1162.0,2014.0,23.0,676.0,42.0,Active,,,https://www.redfin.com/WA/Seattle/918-14th-Ave-98122/unit-D/home/69353961,NWMLS as Distributed by MLS Grid,2227308,N,Y,47.6110891,-122.3135827,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,,Townhouse,123 26th Ave E Unit B,Seattle,WA,98122,999000.0,3.0,3.0,Madison Valley,1903.0,1035.0,2022.0,26.0,525.0,,Pending,,,https://www.redfin.com/WA/Seattle/123-26th-Ave-E-98112/unit-B/home/190546608,NWMLS as Distributed by MLS Grid,2223429,N,Y,47.6195724,-122.2988512,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,June-9-2021,Condo/Co-op,303 E Pike St #610,Seattle,WA,98122,550000.0,1.0,1.0,Capitol Hill,774.0,,1998.0,27.0,711.0,815.0,Pending,,,https://www.redfin.com/WA/Seattle/303-E-Pike-St-98122/unit-610/home/16113,NWMLS as Distributed by MLS Grid,2214981,N,Y,47.6139579,-122.3273079,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Townhouse,1731 25th Ave,Seattle,WA,98122,1299000.0,3.0,2.0,Madison Valley,2180.0,2164.0,2015.0,27.0,596.0,,Active,,,https://www.redfin.com/WA/Seattle/1731-25th-Ave-98122/home/22489595,NWMLS as Distributed by MLS Grid,2218133,N,Y,47.6173594,-122.300544,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,1703 25th Ave,Seattle,WA,98122,1350000.0,3.0,2.0,Madison Valley,2444.0,4200.0,1923.0,28.0,552.0,,Active,May-18-2024 01:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Seattle/1703-25th-Ave-98122/home/147967,NWMLS as Distributed by MLS Grid,2221035,N,Y,47.6166457,-122.3003975,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,505 E Denny Way #308,Seattle,WA,98122,349500.0,1.0,1.0,Capitol Hill,503.0,,1923.0,28.0,695.0,557.0,Active,,,https://www.redfin.com/WA/Seattle/505-E-Denny-Way-98122/unit-308/home/146980607,NWMLS as Distributed by MLS Grid,2225099,N,Y,47.6183132,-122.3249398,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,1826 27th Ave,Seattle,WA,98122,999500.0,3.0,3.5,Madison Valley,1650.0,1744.0,2008.0,28.0,606.0,,Active,May-17-2024 04:00 PM,May-17-2024 06:00 PM,https://www.redfin.com/WA/Seattle/1826-27th-Ave-98122/home/18659174,NWMLS as Distributed by MLS Grid,2224497,N,Y,47.6184518,-122.2968356,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,1619 35th Ave,Seattle,WA,98122,2495000.0,5.0,4.0,Madrona,3710.0,5000.0,1922.0,28.0,673.0,,Active,May-18-2024 12:00 PM,May-18-2024 02:00 PM,https://www.redfin.com/WA/Seattle/1619-35th-Ave-98122/home/141651,NWMLS as Distributed by MLS Grid,2223790,N,Y,47.6158226,-122.2884595,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,2001 E Yesler Way #13,Seattle,WA,98122,574500.0,2.0,1.5,Central Area,1090.0,,1980.0,29.0,527.0,793.0,Active,,,https://www.redfin.com/WA/Seattle/2001-E-Yesler-Way-98122/unit-13/home/31271,NWMLS as Distributed by MLS Grid,2223885,N,Y,47.6011096,-122.3059022,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,2115 E Pine St,Seattle,WA,98122,825000.0,3.0,2.0,Capitol Hill,1800.0,2255.0,1905.0,30.0,458.0,,Active,,,https://www.redfin.com/WA/Seattle/2115-E-Pine-St-98122/home/143065,NWMLS as Distributed by MLS Grid,2224292,N,Y,47.6151482,-122.3042028,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1107 E Denny Way Unit A5,Seattle,WA,98122,277000.0,1.0,1.0,Capitol Hill,510.0,,1909.0,30.0,543.0,561.0,Active,,,https://www.redfin.com/WA/Seattle/1107-E-Denny-Way-98122/unit-A-5/home/109471496,NWMLS as Distributed by MLS Grid,2223965,N,Y,47.618575,-122.3178586,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1505 11th Ave #305,Seattle,WA,98122,498000.0,0.0,1.0,Capitol Hill,503.0,,1913.0,33.0,990.0,712.0,Active,May-18-2024 11:30 AM,May-18-2024 01:30 PM,https://www.redfin.com/WA/Seattle/1505-11th-Ave-98122/unit-305/home/17073634,NWMLS as Distributed by MLS Grid,2222314,N,Y,47.614381,-122.3182872,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,,Single Family Residential,3011 E Cherry St,Seattle,WA,98122,1050000.0,5.0,2.0,Madrona,2430.0,4240.0,1951.0,34.0,432.0,,Pending,,,https://www.redfin.com/WA/Seattle/3011-E-Cherry-St-98122/home/148451,NWMLS as Distributed by MLS Grid,2134377,N,Y,47.6077639,-122.2931237,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,July-7-2015,Condo/Co-op,120 14th Ave #10,Seattle,WA,98122,264000.0,1.0,1.0,Central Area,447.0,,1928.0,34.0,591.0,367.0,Pending,,,https://www.redfin.com/WA/Seattle/120-14th-Ave-98122/unit-10/home/12536727,NWMLS as Distributed by MLS Grid,2210071,N,Y,47.6024808,-122.3139427,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,100 Martin Luther King Jr Way #1,Seattle,WA,98122,395000.0,2.0,1.0,Leschi,1013.0,,1963.0,34.0,390.0,721.0,Active,,,https://www.redfin.com/WA/Seattle/100-Martin-Luther-King-Junior-Way-98122/unit-1/home/186161006,NWMLS as Distributed by MLS Grid,2222071,N,Y,47.6018935,-122.2963676,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Single Family Residential,303 29th Ave,Seattle,WA,98122,1649950.0,5.0,4.5,Leschi,4490.0,5220.0,1913.0,34.0,367.0,,Active,May-18-2024 11:00 AM,May-18-2024 02:00 PM,https://www.redfin.com/WA/Seattle/303-29th-Ave-98122/home/149048,NWMLS as Distributed by MLS Grid,2212213,N,Y,47.6043407,-122.2952981,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1408 12th Ave #310,Seattle,WA,98122,540000.0,1.0,1.0,Capitol Hill,684.0,,1919.0,34.0,789.0,700.0,Active,,,https://www.redfin.com/WA/Seattle/1408-12th-Ave-98122/unit-310/home/12538537,NWMLS as Distributed by MLS Grid,2222101,N,Y,47.6130989,-122.3165619,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,412 11th Ave #403,Seattle,WA,98122,449990.0,1.0,1.0,First Hill,712.0,,2002.0,34.0,632.0,528.0,Active,,,https://www.redfin.com/WA/Seattle/412-11th-Ave-98122/unit-403/home/12091558,NWMLS as Distributed by MLS Grid,2222250,N,Y,47.6058433,-122.3177256,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1505 11th Ave #203,Seattle,WA,98122,612000.0,1.0,1.0,Capitol Hill,679.0,,1913.0,34.0,901.0,960.0,Active,,,https://www.redfin.com/WA/Seattle/1505-11th-Ave-98122/unit-203/home/57336,NWMLS as Distributed by MLS Grid,2212853,N,Y,47.6143065,-122.3183659,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1726 15th Ave #18,Seattle,WA,98122,445359.0,1.0,1.5,Capitol Hill,750.0,7200.0,1906.0,35.0,594.0,665.0,Active,May-19-2024 11:00 AM,May-19-2024 01:00 PM,https://www.redfin.com/WA/Seattle/1726-15th-Ave-98122/unit-18/home/2077062,NWMLS as Distributed by MLS Grid,2222109,N,Y,47.6172697,-122.3124984,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,1631 16th Ave #319,Seattle,WA,98122,364000.0,1.0,1.0,Capitol Hill,745.0,,1929.0,35.0,489.0,769.0,Active,May-18-2024 12:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Seattle/1631-16th-Ave-98122/unit-319/home/69976,NWMLS as Distributed by MLS Grid,2221507,N,Y,47.6160293,-122.3118091,7,3.142857142857143,3.267610438342146,73.12
MLS Listing,,Condo/Co-op,506 E Howell St Unit E312,Seattle,WA,98122,539000.0,2.0,2.0,Capitol Hill,795.0,,1992.0,35.0,678.0,626.0,Active,,,https://www.redfin.com/WA/Seattle/506-E-Howell-St-98122/unit-E312/home/190486945,NWMLS as Distributed by MLS Grid,2221084,N,Y,47.6180415,-122.3249551,7,3.142857142857143,3.267610438342146,73.12
PAST SALE,,Condo/Co-op,1610 Belmont Ave #614,Seattle,WA,98122,386000.0,1.0,1.0,Capitol Hill,480.0,,2001.0,36.0,804.0,439.0,Pending,,,https://www.redfin.com/WA/Seattle/1610-Belmont-Ave-98122/unit-614/home/12093426,NWMLS as Distributed by MLS Grid,2216104,N,Y,47.615798,-122.324155,7,3.142857142857143,3.267610438342146,73.12
